"GEO_ID","NAME","H10_001N","H10_001NA","H10_002N","H10_002NA","H10_003N","H10_003NA","H10_004N","H10_004NA","H10_005N","H10_005NA","H10_006N","H10_006NA","H10_007N","H10_007NA","H10_008N","H10_008NA","H10_009N","H10_009NA","H10_010N","H10_010NA","H10_011N","H10_011NA","H10_012N","H10_012NA","H10_013N","H10_013NA","H10_014N","H10_014NA","H10_015N","H10_015NA","H10_016N","H10_016NA","H10_017N","H10_017NA",
"Geography","Geographic Area Name"," !!Total:","Annotation of  !!Total:"," !!Total:!!Owner occupied:","Annotation of  !!Total:!!Owner occupied:"," !!Total:!!Owner occupied:!!Householder who is White alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is White alone"," !!Total:!!Owner occupied:!!Householder who is Black or African American alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Black or African American alone"," !!Total:!!Owner occupied:!!Householder who is American Indian and Alaska Native alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is American Indian and Alaska Native alone"," !!Total:!!Owner occupied:!!Householder who is Asian alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Asian alone"," !!Total:!!Owner occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Owner occupied:!!Householder who is Some Other Race alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Some Other Race alone"," !!Total:!!Owner occupied:!!Householder who is Two or More Races","Annotation of  !!Total:!!Owner occupied:!!Householder who is Two or More Races"," !!Total:!!Renter occupied:","Annotation of  !!Total:!!Renter occupied:"," !!Total:!!Renter occupied:!!Householder who is White alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is White alone"," !!Total:!!Renter occupied:!!Householder who is Black or African American alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Black or African American alone"," !!Total:!!Renter occupied:!!Householder who is American Indian and Alaska Native alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is American Indian and Alaska Native alone"," !!Total:!!Renter occupied:!!Householder who is Asian alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Asian alone"," !!Total:!!Renter occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Renter occupied:!!Householder who is Some Other Race alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Some Other Race alone"," !!Total:!!Renter occupied:!!Householder who is Two or More Races","Annotation of  !!Total:!!Renter occupied:!!Householder who is Two or More Races",
"860Z200US60195","ZCTA5 60195","2347","null","785","null","555","null","15","null","2","null","150","null","1","null","28","null","34","null","1562","null","558","null","118","null","3","null","734","null","0","null","78","null","71","null",
"860Z200US60201","ZCTA5 60201","17064","null","9177","null","7241","null","800","null","16","null","490","null","0","null","168","null","462","null","7887","null","4263","null","1224","null","34","null","1539","null","0","null","244","null","583","null",
"860Z200US60202","ZCTA5 60202","14352","null","7505","null","5319","null","1096","null","28","null","370","null","0","null","200","null","492","null","6847","null","3623","null","1617","null","44","null","615","null","2","null","359","null","587","null",
"860Z200US60203","ZCTA5 60203","1681","null","1523","null","1145","null","148","null","1","null","124","null","0","null","31","null","74","null","158","null","99","null","24","null","2","null","16","null","0","null","12","null","5","null",
"860Z200US60208","ZCTA5 60208","9","null","8","null","7","null","0","null","0","null","1","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US60301","ZCTA5 60301","1885","null","372","null","258","null","45","null","1","null","29","null","0","null","14","null","25","null","1513","null","877","null","297","null","6","null","182","null","0","null","46","null","105","null",
"860Z200US60302","ZCTA5 60302","15215","null","8646","null","6410","null","1144","null","21","null","428","null","2","null","144","null","497","null","6569","null","3332","null","2253","null","16","null","307","null","6","null","202","null","453","null",
"860Z200US60304","ZCTA5 60304","6815","null","4589","null","3497","null","470","null","14","null","229","null","1","null","83","null","295","null","2226","null","1020","null","854","null","11","null","94","null","1","null","72","null","174","null",
"860Z200US60305","ZCTA5 60305","4004","null","3441","null","2837","null","191","null","0","null","184","null","0","null","57","null","172","null","563","null","301","null","143","null","3","null","42","null","0","null","26","null","48","null",
"860Z200US60401","ZCTA5 60401","3128","null","2672","null","2398","null","93","null","10","null","9","null","0","null","67","null","95","null","456","null","359","null","32","null","0","null","7","null","0","null","19","null","39","null",
"860Z200US60402","ZCTA5 60402","22152","null","13196","null","6450","null","471","null","312","null","344","null","1","null","3269","null","2349","null","8956","null","3164","null","1527","null","249","null","204","null","8","null","2286","null","1518","null",
"860Z200US60403","ZCTA5 60403","7412","null","4825","null","3638","null","343","null","27","null","92","null","1","null","316","null","408","null","2587","null","1396","null","703","null","14","null","61","null","2","null","209","null","202","null",
"860Z200US60404","ZCTA5 60404","7194","null","6526","null","5505","null","302","null","18","null","131","null","2","null","178","null","390","null","668","null","525","null","68","null","0","null","22","null","0","null","19","null","34","null",
"860Z200US60406","ZCTA5 60406","8871","null","4331","null","1505","null","1036","null","61","null","39","null","3","null","1011","null","676","null","4540","null","909","null","2307","null","46","null","27","null","4","null","674","null","573","null",
"860Z200US60407","ZCTA5 60407","595","null","461","null","420","null","2","null","2","null","6","null","1","null","9","null","21","null","134","null","121","null","2","null","0","null","0","null","0","null","5","null","6","null",
"860Z200US60408","ZCTA5 60408","2117","null","1684","null","1556","null","10","null","4","null","5","null","0","null","13","null","96","null","433","null","386","null","7","null","0","null","4","null","0","null","7","null","29","null",
"860Z200US60409","ZCTA5 60409","14550","null","7600","null","1392","null","4892","null","50","null","32","null","2","null","759","null","473","null","6950","null","350","null","6023","null","19","null","6","null","3","null","301","null","248","null",
"860Z200US60410","ZCTA5 60410","4617","null","4122","null","3747","null","41","null","12","null","34","null","0","null","82","null","206","null","495","null","422","null","21","null","4","null","5","null","0","null","17","null","26","null",
"860Z200US60411","ZCTA5 60411","18553","null","11278","null","3891","null","4861","null","92","null","72","null","8","null","1398","null","956","null","7275","null","942","null","4843","null","55","null","38","null","4","null","909","null","484","null",
"860Z200US60415","ZCTA5 60415","5687","null","2811","null","2317","null","102","null","9","null","38","null","1","null","170","null","174","null","2876","null","1954","null","506","null","5","null","73","null","3","null","152","null","183","null",
"860Z200US60416","ZCTA5 60416","3729","null","2754","null","2613","null","5","null","7","null","7","null","0","null","29","null","93","null","975","null","873","null","13","null","3","null","9","null","0","null","20","null","57","null",
"860Z200US60417","ZCTA5 60417","6026","null","5182","null","3318","null","1343","null","18","null","40","null","1","null","176","null","286","null","844","null","507","null","237","null","9","null","4","null","2","null","41","null","44","null",
"860Z200US60418","ZCTA5 60418","4924","null","3786","null","3242","null","164","null","10","null","46","null","4","null","132","null","188","null","1138","null","718","null","269","null","4","null","21","null","0","null","58","null","68","null",
"860Z200US60419","ZCTA5 60419","7758","null","5026","null","311","null","4437","null","10","null","21","null","1","null","102","null","144","null","2732","null","41","null","2569","null","3","null","3","null","5","null","40","null","71","null",
"860Z200US60420","ZCTA5 60420","1977","null","1383","null","1312","null","2","null","3","null","1","null","0","null","8","null","57","null","594","null","548","null","4","null","0","null","1","null","1","null","9","null","31","null",
"860Z200US60421","ZCTA5 60421","1475","null","1303","null","1207","null","18","null","2","null","4","null","1","null","30","null","41","null","172","null","151","null","7","null","1","null","2","null","1","null","3","null","7","null",
"860Z200US60422","ZCTA5 60422","3607","null","3254","null","1290","null","1716","null","13","null","59","null","2","null","41","null","133","null","353","null","70","null","246","null","3","null","7","null","1","null","5","null","21","null",
"860Z200US60423","ZCTA5 60423","11208","null","10440","null","9113","null","533","null","20","null","236","null","0","null","128","null","410","null","768","null","623","null","77","null","4","null","11","null","1","null","10","null","42","null",
"860Z200US60424","ZCTA5 60424","903","null","628","null","592","null","0","null","1","null","3","null","0","null","8","null","24","null","275","null","248","null","0","null","3","null","1","null","0","null","5","null","18","null",
"860Z200US60425","ZCTA5 60425","3301","null","2441","null","574","null","1678","null","10","null","7","null","0","null","84","null","88","null","860","null","91","null","707","null","0","null","4","null","0","null","24","null","34","null",
"860Z200US60426","ZCTA5 60426","8516","null","4496","null","346","null","3076","null","42","null","90","null","3","null","686","null","253","null","4020","null","215","null","3070","null","17","null","31","null","0","null","473","null","214","null",
"860Z200US60428","ZCTA5 60428","3728","null","2511","null","369","null","1746","null","17","null","22","null","0","null","228","null","129","null","1217","null","69","null","1008","null","3","null","4","null","0","null","60","null","73","null",
"860Z200US60429","ZCTA5 60429","5366","null","3566","null","441","null","2849","null","10","null","24","null","2","null","104","null","136","null","1800","null","191","null","1476","null","11","null","19","null","2","null","38","null","63","null",
"860Z200US60430","ZCTA5 60430","7899","null","6256","null","3511","null","2196","null","21","null","101","null","0","null","150","null","277","null","1643","null","457","null","1038","null","1","null","17","null","2","null","58","null","70","null",
