"GEO_ID","NAME","H10_001N","H10_001NA","H10_002N","H10_002NA","H10_003N","H10_003NA","H10_004N","H10_004NA","H10_005N","H10_005NA","H10_006N","H10_006NA","H10_007N","H10_007NA","H10_008N","H10_008NA","H10_009N","H10_009NA","H10_010N","H10_010NA","H10_011N","H10_011NA","H10_012N","H10_012NA","H10_013N","H10_013NA","H10_014N","H10_014NA","H10_015N","H10_015NA","H10_016N","H10_016NA","H10_017N","H10_017NA",
"Geography","Geographic Area Name"," !!Total:","Annotation of  !!Total:"," !!Total:!!Owner occupied:","Annotation of  !!Total:!!Owner occupied:"," !!Total:!!Owner occupied:!!Householder who is White alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is White alone"," !!Total:!!Owner occupied:!!Householder who is Black or African American alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Black or African American alone"," !!Total:!!Owner occupied:!!Householder who is American Indian and Alaska Native alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is American Indian and Alaska Native alone"," !!Total:!!Owner occupied:!!Householder who is Asian alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Asian alone"," !!Total:!!Owner occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Owner occupied:!!Householder who is Some Other Race alone","Annotation of  !!Total:!!Owner occupied:!!Householder who is Some Other Race alone"," !!Total:!!Owner occupied:!!Householder who is Two or More Races","Annotation of  !!Total:!!Owner occupied:!!Householder who is Two or More Races"," !!Total:!!Renter occupied:","Annotation of  !!Total:!!Renter occupied:"," !!Total:!!Renter occupied:!!Householder who is White alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is White alone"," !!Total:!!Renter occupied:!!Householder who is Black or African American alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Black or African American alone"," !!Total:!!Renter occupied:!!Householder who is American Indian and Alaska Native alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is American Indian and Alaska Native alone"," !!Total:!!Renter occupied:!!Householder who is Asian alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Asian alone"," !!Total:!!Renter occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Renter occupied:!!Householder who is Some Other Race alone","Annotation of  !!Total:!!Renter occupied:!!Householder who is Some Other Race alone"," !!Total:!!Renter occupied:!!Householder who is Two or More Races","Annotation of  !!Total:!!Renter occupied:!!Householder who is Two or More Races",
"860Z200US60472","ZCTA5 60472","1598","null","743","null","23","null","650","null","3","null","8","null","1","null","30","null","28","null","855","null","44","null","753","null","2","null","2","null","0","null","26","null","28","null",
"860Z200US60473","ZCTA5 60473","7528","null","6278","null","973","null","4892","null","17","null","35","null","1","null","178","null","182","null","1250","null","114","null","1043","null","3","null","10","null","3","null","42","null","35","null",
"860Z200US60474","ZCTA5 60474","345","null","280","null","273","null","0","null","0","null","0","null","0","null","0","null","7","null","65","null","64","null","0","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US60475","ZCTA5 60475","4095","null","2405","null","1720","null","305","null","15","null","19","null","1","null","153","null","192","null","1690","null","662","null","814","null","8","null","10","null","2","null","85","null","109","null",
"860Z200US60476","ZCTA5 60476","1005","null","752","null","561","null","87","null","1","null","3","null","0","null","50","null","50","null","253","null","93","null","129","null","0","null","4","null","0","null","11","null","16","null",
"860Z200US60477","ZCTA5 60477","15633","null","12326","null","10725","null","613","null","22","null","306","null","0","null","191","null","469","null","3307","null","2198","null","688","null","13","null","96","null","0","null","136","null","176","null",
"860Z200US60478","ZCTA5 60478","5798","null","4082","null","417","null","3403","null","9","null","42","null","0","null","82","null","129","null","1716","null","111","null","1514","null","8","null","8","null","1","null","20","null","54","null",
"860Z200US60479","ZCTA5 60479","253","null","217","null","206","null","0","null","0","null","0","null","0","null","3","null","8","null","36","null","34","null","1","null","0","null","0","null","0","null","0","null","1","null",
"860Z200US60480","ZCTA5 60480","2212","null","1894","null","1657","null","24","null","3","null","52","null","0","null","46","null","112","null","318","null","238","null","18","null","2","null","8","null","0","null","21","null","31","null",
"860Z200US60481","ZCTA5 60481","4848","null","3749","null","3524","null","20","null","8","null","15","null","0","null","45","null","137","null","1099","null","970","null","31","null","3","null","9","null","0","null","15","null","71","null",
"860Z200US60482","ZCTA5 60482","4534","null","2977","null","2565","null","51","null","12","null","48","null","1","null","159","null","141","null","1557","null","1128","null","169","null","8","null","45","null","3","null","93","null","111","null",
"860Z200US60484","ZCTA5 60484","2339","null","1182","null","91","null","1005","null","2","null","1","null","0","null","31","null","52","null","1157","null","77","null","1027","null","2","null","5","null","0","null","10","null","36","null",
"860Z200US60487","ZCTA5 60487","9095","null","8257","null","7070","null","266","null","12","null","365","null","1","null","147","null","396","null","838","null","506","null","238","null","3","null","28","null","0","null","19","null","44","null",
"860Z200US60490","ZCTA5 60490","6416","null","6034","null","3089","null","953","null","26","null","1243","null","1","null","255","null","467","null","382","null","131","null","128","null","3","null","50","null","0","null","26","null","44","null",
"860Z200US60491","ZCTA5 60491","8009","null","7495","null","6996","null","41","null","10","null","106","null","0","null","70","null","272","null","514","null","469","null","11","null","2","null","3","null","1","null","8","null","20","null",
"860Z200US60501","ZCTA5 60501","3665","null","1824","null","723","null","139","null","40","null","26","null","0","null","498","null","398","null","1841","null","526","null","275","null","34","null","57","null","0","null","589","null","360","null",
"860Z200US60502","ZCTA5 60502","7992","null","5974","null","3754","null","323","null","18","null","1405","null","2","null","173","null","299","null","2018","null","1128","null","368","null","13","null","245","null","3","null","116","null","145","null",
"860Z200US60503","ZCTA5 60503","5247","null","4540","null","2811","null","447","null","9","null","802","null","0","null","167","null","304","null","707","null","359","null","173","null","5","null","56","null","0","null","51","null","63","null",
"860Z200US60504","ZCTA5 60504","14069","null","8402","null","4921","null","654","null","60","null","1566","null","0","null","548","null","653","null","5667","null","2546","null","1367","null","35","null","804","null","6","null","440","null","469","null",
"860Z200US60505","ZCTA5 60505","17535","null","9815","null","3746","null","535","null","294","null","122","null","0","null","3183","null","1935","null","7720","null","2236","null","1174","null","215","null","98","null","10","null","2528","null","1459","null",
"860Z200US60506","ZCTA5 60506","17724","null","11554","null","6888","null","886","null","138","null","265","null","2","null","1899","null","1476","null","6170","null","2324","null","1378","null","72","null","188","null","5","null","1321","null","882","null",
"860Z200US60510","ZCTA5 60510","10697","null","8256","null","7617","null","68","null","13","null","148","null","1","null","97","null","312","null","2441","null","1921","null","173","null","5","null","39","null","1","null","141","null","161","null",
"860Z200US60511","ZCTA5 60511","657","null","574","null","551","null","2","null","0","null","1","null","0","null","6","null","14","null","83","null","76","null","0","null","1","null","0","null","0","null","3","null","3","null",
"860Z200US60512","ZCTA5 60512","426","null","411","null","363","null","5","null","1","null","5","null","0","null","13","null","24","null","15","null","12","null","1","null","1","null","0","null","0","null","0","null","1","null",
"860Z200US60513","ZCTA5 60513","7414","null","5590","null","4636","null","74","null","43","null","98","null","0","null","276","null","463","null","1824","null","1182","null","148","null","13","null","34","null","3","null","245","null","199","null",
"860Z200US60514","ZCTA5 60514","3835","null","2864","null","2494","null","12","null","3","null","232","null","2","null","30","null","91","null","971","null","705","null","80","null","1","null","66","null","0","null","40","null","79","null",
"860Z200US60515","ZCTA5 60515","11930","null","8986","null","8170","null","95","null","9","null","334","null","3","null","73","null","302","null","2944","null","2229","null","183","null","0","null","275","null","2","null","77","null","178","null",
"860Z200US60516","ZCTA5 60516","11440","null","9235","null","8111","null","139","null","16","null","523","null","1","null","111","null","334","null","2205","null","1453","null","325","null","11","null","169","null","0","null","81","null","166","null",
"860Z200US60517","ZCTA5 60517","13072","null","8606","null","6542","null","254","null","25","null","1067","null","3","null","245","null","470","null","4466","null","2103","null","1234","null","35","null","365","null","3","null","422","null","304","null",
"860Z200US60518","ZCTA5 60518","1370","null","981","null","928","null","2","null","2","null","5","null","0","null","18","null","26","null","389","null","350","null","4","null","2","null","4","null","0","null","10","null","19","null",
"860Z200US60519","ZCTA5 60519","26","null","21","null","16","null","1","null","0","null","2","null","0","null","0","null","2","null","5","null","2","null","0","null","0","null","0","null","0","null","2","null","1","null",
"860Z200US60520","ZCTA5 60520","1072","null","815","null","785","null","2","null","0","null","1","null","0","null","7","null","20","null","257","null","230","null","5","null","1","null","1","null","0","null","2","null","18","null",
"860Z200US60521","ZCTA5 60521","5976","null","5173","null","4337","null","39","null","9","null","576","null","1","null","26","null","185","null","803","null","601","null","48","null","2","null","82","null","0","null","26","null","44","null",
"860Z200US60523","ZCTA5 60523","4425","null","3621","null","2516","null","53","null","3","null","886","null","1","null","38","null","124","null","804","null","652","null","56","null","0","null","74","null","0","null","6","null","16","null",
"860Z200US60525","ZCTA5 60525","12739","null","9924","null","8730","null","182","null","34","null","161","null","3","null","289","null","525","null","2815","null","2094","null","211","null","16","null","75","null","1","null","203","null","215","null",
"860Z200US60526","ZCTA5 60526","5065","null","3737","null","3373","null","34","null","8","null","61","null","1","null","75","null","185","null","1328","null","846","null","214","null","14","null","59","null","0","null","85","null","110","null",
"860Z200US60527","ZCTA5 60527","11932","null","8899","null","7143","null","156","null","18","null","1113","null","2","null","120","null","347","null","3033","null","1866","null","648","null","12","null","229","null","1","null","106","null","171","null",
"860Z200US60530","ZCTA5 60530","239","null","188","null","178","null","2","null","1","null","0","null","1","null","3","null","3","null","51","null","39","null","2","null","1","null","0","null","0","null","3","null","6","null",
"860Z200US60531","ZCTA5 60531","725","null","582","null","539","null","4","null","4","null","1","null","0","null","7","null","27","null","143","null","132","null","2","null","1","null","1","null","0","null","2","null","5","null",
"860Z200US60532","ZCTA5 60532","12692","null","7255","null","5828","null","140","null","14","null","894","null","1","null","111","null","267","null","5437","null","3784","null","614","null","22","null","496","null","1","null","220","null","300","null",
"860Z200US60534","ZCTA5 60534","4111","null","2387","null","1528","null","39","null","30","null","41","null","1","null","409","null","339","null","1724","null","999","null","192","null","21","null","27","null","1","null","256","null","228","null",
"860Z200US60536","ZCTA5 60536","35","null","22","null","22","null","0","null","0","null","0","null","0","null","0","null","0","null","13","null","13","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US60537","ZCTA5 60537","238","null","205","null","192","null","5","null","1","null","0","null","0","null","2","null","5","null","33","null","22","null","2","null","1","null","1","null","0","null","3","null","4","null",
"860Z200US60538","ZCTA5 60538","9395","null","7730","null","5251","null","453","null","61","null","192","null","2","null","893","null","878","null","1665","null","973","null","238","null","20","null","28","null","2","null","208","null","196","null",
"860Z200US60539","ZCTA5 60539","29","null","11","null","6","null","0","null","0","null","0","null","0","null","1","null","4","null","18","null","16","null","1","null","0","null","1","null","0","null","0","null","0","null",
"860Z200US60540","ZCTA5 60540","15688","null","11997","null","9744","null","177","null","7","null","1515","null","0","null","104","null","450","null","3691","null","2263","null","446","null","10","null","565","null","0","null","141","null","266","null",
"860Z200US60541","ZCTA5 60541","1135","null","937","null","892","null","6","null","6","null","3","null","1","null","7","null","22","null","198","null","178","null","1","null","2","null","2","null","0","null","3","null","12","null",
"860Z200US60542","ZCTA5 60542","7051","null","5276","null","4186","null","198","null","27","null","243","null","2","null","274","null","346","null","1775","null","1207","null","198","null","7","null","52","null","3","null","157","null","151","null",
"860Z200US60543","ZCTA5 60543","13579","null","11238","null","8958","null","563","null","41","null","413","null","2","null","439","null","822","null","2341","null","1505","null","392","null","10","null","57","null","0","null","172","null","205","null",
"860Z200US60544","ZCTA5 60544","9929","null","8352","null","6714","null","420","null","34","null","373","null","3","null","352","null","456","null","1577","null","1056","null","239","null","4","null","45","null","0","null","94","null","139","null",
"860Z200US60545","ZCTA5 60545","4624","null","3468","null","2543","null","146","null","30","null","51","null","1","null","360","null","337","null","1156","null","707","null","94","null","9","null","18","null","0","null","181","null","147","null",
"860Z200US60546","ZCTA5 60546","6464","null","4773","null","3903","null","76","null","26","null","103","null","1","null","257","null","407","null","1691","null","1054","null","226","null","10","null","42","null","1","null","181","null","177","null",
"860Z200US60548","ZCTA5 60548","4696","null","3753","null","3481","null","10","null","10","null","12","null","1","null","81","null","158","null","943","null","801","null","11","null","7","null","5","null","0","null","62","null","57","null",
"860Z200US60549","ZCTA5 60549","241","null","223","null","217","null","1","null","0","null","0","null","0","null","1","null","4","null","18","null","18","null","0","null","0","null","0","null","0","null","0","null","0","null",
"860Z200US60550","ZCTA5 60550","519","null","369","null","358","null","2","null","0","null","1","null","0","null","2","null","6","null","150","null","139","null","2","null","0","null","1","null","0","null","3","null","5","null",
"860Z200US60551","ZCTA5 60551","1393","null","1134","null","1055","null","4","null","3","null","8","null","0","null","13","null","51","null","259","null","243","null","1","null","2","null","1","null","0","null","1","null","11","null",
"860Z200US60552","ZCTA5 60552","1650","null","1369","null","1295","null","3","null","1","null","2","null","0","null","17","null","51","null","281","null","254","null","3","null","2","null","1","null","0","null","4","null","17","null",
"860Z200US60553","ZCTA5 60553","281","null","233","null","223","null","0","null","0","null","0","null","0","null","2","null","8","null","48","null","39","null","1","null","0","null","0","null","0","null","2","null","6","null",
"860Z200US60554","ZCTA5 60554","4501","null","4078","null","3712","null","45","null","10","null","51","null","0","null","74","null","186","null","423","null","356","null","19","null","3","null","0","null","0","null","18","null","27","null",
"860Z200US60555","ZCTA5 60555","5312","null","4273","null","3463","null","67","null","28","null","179","null","4","null","215","null","317","null","1039","null","624","null","74","null","22","null","43","null","1","null","169","null","106","null",
"860Z200US60556","ZCTA5 60556","737","null","572","null","528","null","5","null","1","null","2","null","0","null","7","null","29","null","165","null","145","null","0","null","0","null","3","null","0","null","4","null","13","null",
"860Z200US60557","ZCTA5 60557","56","null","27","null","23","null","0","null","0","null","2","null","0","null","2","null","0","null","29","null","27","null","0","null","0","null","0","null","0","null","0","null","2","null",
"860Z200US60558","ZCTA5 60558","4538","null","4309","null","4063","null","23","null","5","null","65","null","0","null","29","null","124","null","229","null","192","null","5","null","1","null","8","null","0","null","6","null","17","null",
"860Z200US60559","ZCTA5 60559","10225","null","5730","null","4612","null","81","null","18","null","693","null","0","null","104","null","222","null","4495","null","2591","null","669","null","23","null","626","null","0","null","300","null","286","null",
"860Z200US60560","ZCTA5 60560","9438","null","7619","null","6630","null","219","null","22","null","86","null","1","null","246","null","415","null","1819","null","1362","null","226","null","11","null","23","null","0","null","78","null","119","null",
"860Z200US60561","ZCTA5 60561","9407","null","7732","null","6360","null","109","null","9","null","862","null","2","null","87","null","303","null","1675","null","1137","null","186","null","6","null","155","null","0","null","83","null","108","null",
"860Z200US60563","ZCTA5 60563","15685","null","8596","null","6546","null","218","null","13","null","1303","null","1","null","129","null","386","null","7089","null","3958","null","982","null","28","null","1340","null","2","null","293","null","486","null",
"860Z200US60564","ZCTA5 60564","14742","null","12698","null","8020","null","460","null","12","null","3625","null","0","null","142","null","439","null","2044","null","1173","null","309","null","4","null","368","null","2","null","46","null","142","null",
"860Z200US60565","ZCTA5 60565","13778","null","12064","null","9272","null","206","null","8","null","1994","null","1","null","122","null","461","null","1714","null","1008","null","283","null","4","null","250","null","0","null","66","null","103","null",
"860Z200US60585","ZCTA5 60585","7494","null","6765","null","5095","null","388","null","11","null","750","null","0","null","143","null","378","null","729","null","470","null","105","null","7","null","50","null","0","null","37","null","60","null",
"860Z200US60586","ZCTA5 60586","14262","null","12975","null","9617","null","1014","null","51","null","349","null","4","null","799","null","1141","null","1287","null","764","null","295","null","6","null","36","null","0","null","76","null","110","null",
"860Z200US60601","ZCTA5 60601","9867","null","2700","null","1866","null","131","null","1","null","536","null","0","null","35","null","131","null","7167","null","4427","null","368","null","10","null","1593","null","0","null","130","null","639","null",
"860Z200US60602","ZCTA5 60602","650","null","330","null","224","null","10","null","2","null","51","null","0","null","7","null","36","null","320","null","199","null","23","null","1","null","63","null","0","null","9","null","25","null",
"860Z200US60603","ZCTA5 60603","748","null","368","null","251","null","21","null","1","null","81","null","0","null","4","null","10","null","380","null","179","null","54","null","3","null","101","null","0","null","11","null","32","null",
"860Z200US60604","ZCTA5 60604","496","null","214","null","135","null","12","null","0","null","48","null","0","null","4","null","15","null","282","null","197","null","21","null","1","null","41","null","0","null","3","null","19","null",
"860Z200US60605","ZCTA5 60605","18178","null","6859","null","4123","null","764","null","16","null","1476","null","3","null","142","null","335","null","11319","null","5818","null","2213","null","31","null","2137","null","2","null","306","null","812","null",
"860Z200US60606","ZCTA5 60606","2397","null","691","null","496","null","34","null","2","null","109","null","0","null","6","null","44","null","1706","null","1150","null","109","null","2","null","325","null","0","null","49","null","71","null",
"860Z200US60607","ZCTA5 60607","15076","null","5869","null","3973","null","351","null","19","null","1128","null","0","null","93","null","305","null","9207","null","5193","null","1375","null","22","null","1732","null","4","null","231","null","650","null",
"860Z200US60608","ZCTA5 60608","28281","null","9155","null","2992","null","387","null","203","null","2157","null","2","null","1952","null","1462","null","19126","null","6195","null","3086","null","497","null","1477","null","5","null","4997","null","2869","null",
"860Z200US60609","ZCTA5 60609","22330","null","8291","null","2586","null","1203","null","177","null","1077","null","2","null","2015","null","1231","null","14039","null","2793","null","4204","null","313","null","378","null","4","null","4499","null","1848","null",
"860Z200US60610","ZCTA5 60610","26707","null","8646","null","7398","null","204","null","4","null","605","null","0","null","83","null","352","null","18061","null","12285","null","2926","null","32","null","1417","null","5","null","324","null","1072","null",
"860Z200US60611","ZCTA5 60611","24517","null","10051","null","7878","null","295","null","22","null","1292","null","1","null","136","null","427","null","14466","null","10043","null","738","null","24","null","2435","null","1","null","247","null","978","null",
"860Z200US60612","ZCTA5 60612","14649","null","3956","null","1785","null","1233","null","40","null","236","null","3","null","303","null","356","null","10693","null","2245","null","6825","null","45","null","538","null","5","null","455","null","580","null",
"860Z200US60613","ZCTA5 60613","29375","null","10513","null","8479","null","378","null","21","null","827","null","1","null","215","null","592","null","18862","null","13188","null","1869","null","73","null","1359","null","6","null","812","null","1555","null",
"860Z200US60614","ZCTA5 60614","36917","null","15095","null","12758","null","195","null","19","null","1185","null","2","null","184","null","752","null","21822","null","17338","null","1291","null","47","null","1298","null","8","null","488","null","1352","null",
"860Z200US60615","ZCTA5 60615","22860","null","6111","null","1949","null","3276","null","14","null","421","null","2","null","118","null","331","null","16749","null","3414","null","10402","null","41","null","1561","null","0","null","286","null","1045","null",
"860Z200US60616","ZCTA5 60616","24659","null","8230","null","2943","null","1478","null","33","null","3129","null","0","null","249","null","398","null","16429","null","3708","null","6030","null","88","null","5142","null","9","null","592","null","860","null",
"860Z200US60617","ZCTA5 60617","29101","null","15684","null","2347","null","8590","null","257","null","48","null","4","null","2560","null","1878","null","13417","null","1110","null","8979","null","112","null","61","null","11","null","1937","null","1207","null",
"860Z200US60618","ZCTA5 60618","36946","null","16240","null","10981","null","280","null","174","null","1192","null","2","null","1897","null","1714","null","20706","null","11712","null","1113","null","311","null","1156","null","9","null","3920","null","2485","null",
"860Z200US60619","ZCTA5 60619","28565","null","10938","null","123","null","10410","null","19","null","22","null","1","null","85","null","278","null","17627","null","161","null","16838","null","20","null","20","null","1","null","137","null","450","null",
"860Z200US60620","ZCTA5 60620","26557","null","11682","null","119","null","11072","null","29","null","20","null","0","null","169","null","273","null","14875","null","126","null","14199","null","25","null","18","null","0","null","141","null","366","null",
"860Z200US60621","ZCTA5 60621","11549","null","2605","null","63","null","2290","null","11","null","5","null","0","null","121","null","115","null","8944","null","102","null","8401","null","18","null","13","null","2","null","149","null","259","null",
"860Z200US60622","ZCTA5 60622","26349","null","9293","null","6929","null","277","null","65","null","651","null","10","null","532","null","829","null","17056","null","11789","null","1313","null","83","null","668","null","9","null","1557","null","1637","null",
"860Z200US60623","ZCTA5 60623","28000","null","8480","null","1019","null","2172","null","267","null","72","null","7","null","3424","null","1519","null","19520","null","1722","null","7710","null","413","null","75","null","5","null","7266","null","2329","null",
"860Z200US60624","ZCTA5 60624","14330","null","3287","null","233","null","2639","null","26","null","41","null","3","null","189","null","156","null","11043","null","334","null","9901","null","40","null","42","null","4","null","404","null","318","null",
"860Z200US60625","ZCTA5 60625","30669","null","10852","null","7392","null","206","null","85","null","1345","null","5","null","885","null","934","null","19817","null","10013","null","1282","null","276","null","2530","null","4","null","3371","null","2341","null",
"860Z200US60626","ZCTA5 60626","24326","null","5962","null","3879","null","753","null","39","null","452","null","1","null","322","null","516","null","18364","null","8541","null","5051","null","152","null","1262","null","13","null","1576","null","1769","null",
"860Z200US60628","ZCTA5 60628","24103","null","12941","null","363","null","11921","null","22","null","25","null","0","null","251","null","359","null","11162","null","231","null","10267","null","40","null","15","null","1","null","275","null","333","null",
"860Z200US60629","ZCTA5 60629","32652","null","18582","null","4216","null","2430","null","626","null","145","null","6","null","6956","null","4203","null","14070","null","1901","null","5436","null","304","null","70","null","3","null","4188","null","2168","null",
"860Z200US60630","ZCTA5 60630","21054","null","12920","null","9307","null","126","null","82","null","1286","null","4","null","992","null","1123","null","8134","null","4793","null","278","null","112","null","709","null","9","null","1246","null","987","null",
"860Z200US60631","ZCTA5 60631","12221","null","9154","null","8150","null","37","null","21","null","301","null","1","null","225","null","419","null","3067","null","2512","null","59","null","18","null","129","null","1","null","145","null","203","null",
"860Z200US60632","ZCTA5 60632","26569","null","13256","null","3155","null","159","null","449","null","1485","null","3","null","5083","null","2922","null","13313","null","2536","null","484","null","568","null","346","null","9","null","6277","null","3093","null",
"860Z200US60633","ZCTA5 60633","4939","null","3234","null","1593","null","549","null","39","null","23","null","1","null","596","null","433","null","1705","null","509","null","704","null","22","null","6","null","4","null","282","null","178","null",
"860Z200US60634","ZCTA5 60634","26551","null","18673","null","12380","null","304","null","224","null","947","null","1","null","2691","null","2126","null","7878","null","4372","null","332","null","147","null","268","null","4","null","1712","null","1043","null",
"860Z200US60636","ZCTA5 60636","11615","null","5059","null","152","null","3953","null","58","null","15","null","2","null","635","null","244","null","6556","null","158","null","5590","null","48","null","19","null","1","null","499","null","241","null",
"860Z200US60637","ZCTA5 60637","22393","null","4795","null","1364","null","2843","null","7","null","271","null","0","null","69","null","241","null","17598","null","1585","null","14350","null","42","null","742","null","4","null","199","null","676","null",
"860Z200US60638","ZCTA5 60638","20322","null","15516","null","9498","null","461","null","249","null","144","null","7","null","2796","null","2361","null","4806","null","2303","null","448","null","87","null","53","null","1","null","1180","null","734","null",
"860Z200US60639","ZCTA5 60639","27737","null","11601","null","2533","null","1798","null","318","null","207","null","8","null","4561","null","2176","null","16136","null","2845","null","2863","null","437","null","180","null","13","null","7143","null","2655","null",
"860Z200US60640","ZCTA5 60640","36811","null","10964","null","8277","null","564","null","30","null","1056","null","0","null","299","null","738","null","25847","null","14371","null","5111","null","155","null","2812","null","8","null","1257","null","2133","null",
"860Z200US60641","ZCTA5 60641","25846","null","11870","null","6850","null","207","null","192","null","676","null","3","null","2270","null","1672","null","13976","null","6683","null","769","null","268","null","639","null","6","null","3627","null","1984","null",
"860Z200US60642","ZCTA5 60642","11509","null","3674","null","2672","null","154","null","22","null","381","null","1","null","152","null","292","null","7835","null","5224","null","960","null","39","null","428","null","2","null","457","null","725","null",
"860Z200US60643","ZCTA5 60643","18247","null","12905","null","3428","null","8827","null","30","null","49","null","0","null","165","null","406","null","5342","null","595","null","4479","null","11","null","20","null","0","null","70","null","167","null",
"860Z200US60644","ZCTA5 60644","18147","null","4586","null","236","null","3836","null","17","null","27","null","2","null","308","null","160","null","13561","null","320","null","12425","null","48","null","35","null","5","null","383","null","345","null",
"860Z200US60645","ZCTA5 60645","17026","null","8074","null","5103","null","694","null","47","null","1295","null","0","null","399","null","536","null","8952","null","3235","null","2328","null","81","null","1309","null","7","null","1193","null","799","null",
"860Z200US60646","ZCTA5 60646","10999","null","8005","null","6547","null","66","null","18","null","676","null","2","null","206","null","490","null","2994","null","1829","null","84","null","24","null","593","null","1","null","245","null","218","null",
"860Z200US60647","ZCTA5 60647","37937","null","13343","null","8635","null","310","null","168","null","735","null","1","null","1804","null","1690","null","24594","null","14590","null","1777","null","283","null","943","null","24","null","4096","null","2881","null",
"860Z200US60649","ZCTA5 60649","23431","null","4720","null","250","null","4183","null","8","null","42","null","2","null","58","null","177","null","18711","null","312","null","17550","null","36","null","62","null","2","null","147","null","602","null",
"860Z200US60651","ZCTA5 60651","21843","null","8575","null","1001","null","4577","null","121","null","91","null","4","null","1885","null","896","null","13268","null","1553","null","7024","null","133","null","93","null","10","null","3139","null","1316","null",
"860Z200US60652","ZCTA5 60652","13057","null","10767","null","2079","null","4975","null","187","null","78","null","2","null","2033","null","1413","null","2290","null","219","null","1436","null","37","null","5","null","2","null","351","null","240","null",
"860Z200US60653","ZCTA5 60653","15343","null","3752","null","415","null","2971","null","13","null","78","null","2","null","72","null","201","null","11591","null","271","null","10778","null","22","null","66","null","3","null","104","null","347","null",
"860Z200US60654","ZCTA5 60654","15928","null","5114","null","3945","null","107","null","9","null","768","null","0","null","52","null","233","null","10814","null","8301","null","639","null","17","null","1002","null","0","null","174","null","681","null",
"860Z200US60655","ZCTA5 60655","10432","null","9023","null","8021","null","406","null","19","null","55","null","2","null","169","null","351","null","1409","null","830","null","440","null","4","null","16","null","0","null","48","null","71","null",
"860Z200US60656","ZCTA5 60656","11870","null","7378","null","6255","null","72","null","29","null","367","null","2","null","273","null","380","null","4492","null","2973","null","212","null","38","null","716","null","1","null","261","null","291","null",
"860Z200US60657","ZCTA5 60657","40194","null","14098","null","11847","null","216","null","17","null","1049","null","1","null","204","null","764","null","26096","null","20449","null","1208","null","52","null","1841","null","12","null","630","null","1904","null",
"860Z200US60659","ZCTA5 60659","13779","null","5668","null","3112","null","274","null","39","null","1546","null","1","null","309","null","387","null","8111","null","2894","null","1172","null","91","null","2222","null","6","null","984","null","742","null",
"860Z200US60660","ZCTA5 60660","21911","null","7575","null","5285","null","529","null","29","null","947","null","1","null","266","null","518","null","14336","null","7566","null","2470","null","89","null","1803","null","9","null","1071","null","1328","null",
"860Z200US60661","ZCTA5 60661","7740","null","1965","null","1340","null","90","null","9","null","383","null","2","null","41","null","100","null","5775","null","3278","null","368","null","9","null","1689","null","1","null","69","null","361","null",
"860Z200US60706","ZCTA5 60706","9357","null","6810","null","5951","null","25","null","17","null","361","null","2","null","192","null","262","null","2547","null","1927","null","53","null","17","null","190","null","2","null","188","null","170","null",
"860Z200US60707","ZCTA5 60707","16490","null","10533","null","6741","null","771","null","123","null","325","null","4","null","1485","null","1084","null","5957","null","2953","null","760","null","77","null","139","null","0","null","1236","null","792","null",
"860Z200US60712","ZCTA5 60712","4425","null","3803","null","2529","null","46","null","13","null","990","null","0","null","72","null","153","null","622","null","401","null","29","null","3","null","132","null","1","null","24","null","32","null",
"860Z200US60714","ZCTA5 60714","11995","null","8840","null","6984","null","91","null","20","null","1268","null","1","null","183","null","293","null","3155","null","2016","null","95","null","16","null","569","null","1","null","252","null","206","null",
"860Z200US60803","ZCTA5 60803","9027","null","5638","null","4000","null","507","null","29","null","107","null","4","null","510","null","481","null","3389","null","1111","null","1846","null","18","null","26","null","3","null","193","null","192","null",
"860Z200US60804","ZCTA5 60804","24429","null","11758","null","2922","null","180","null","448","null","112","null","4","null","5014","null","3078","null","12671","null","2476","null","1005","null","528","null","103","null","1","null","5615","null","2943","null",
"860Z200US60805","ZCTA5 60805","7259","null","5970","null","4118","null","1122","null","19","null","58","null","2","null","340","null","311","null","1289","null","453","null","659","null","11","null","24","null","1","null","68","null","73","null",
"860Z200US60827","ZCTA5 60827","9543","null","3795","null","241","null","3305","null","22","null","10","null","1","null","90","null","126","null","5748","null","109","null","5388","null","18","null","7","null","0","null","75","null","151","null",
"860Z200US60901","ZCTA5 60901","13039","null","7787","null","5515","null","1249","null","38","null","32","null","0","null","518","null","435","null","5252","null","1980","null","2484","null","20","null","15","null","2","null","417","null","334","null",
